0,0,0
0.0027777,0,0
0.0055554,0,0
0.0083331,0,0
0.0111108,0,0
0.0138885,0,0
0.0166662,0,0
0.0194439,0,0
0.0222216,0,0
0.0249993,0,0
0.027777,0,0
0.0305547,0,0
0.0333324,0,0
0.0361101,0,0
0.0388878,0,0
0.0416655,0,0
0.0444432,0,0
0.0472209,0,0
0.0499986,0,0
0.0527763,0,0
0.055554,0,0
0.0583317,0,0
0.0611094,0,0
0.0638871,0,0
0.0666648,0,0
0.0694425,0,0
0.0722202,0,0
0.0749979,0,0
0.0777756,0,0
0.0805533,0,0
0.083331,0,0
0.0861087,0,0
0.0888864,0,0
0.0916641,0,0
0.0944418,0,0
0.0972195,0,0
0.0999972,0,0
0.1027749,0,0
0.1055526,0,0
0.1083303,0,0
0.111108,0,0
0.1138857,0,0
0.1166634,0,0
0.1194411,0,0
0.1222188,0,0
0.1249965,0,0
0.1277742,0,0
0.1305519,0,0
0.1333296,0,0
0.1361073,0,0
0.138885,0,0
0.1416627,0,0
0.1444404,0,0
0.1472181,0,0
0.1499958,0,0
0.1527735,0,0
0.1555512,0,0
0.1583289,0,0
0.1611066,0,0
0.1638843,0,0
0.166662,0,0
0.1694397,0,0
0.1722174,0,0
0.1749951,0,0
0.1777728,0,0
0.1805505,0,0
0.1833282,0,0
0.1861059,0,0
0.1888836,0,0
0.1916613,0,0
0.194439,0,0
0.1972167,0,0
0.1999944,0,0
0.2027721,0,0
0.2055498,0,0
0.2083275,0,0
0.2111052,0,0
0.2138829,0,0
0.2166606,0,0
0.2194383,0,0
0.222216,0,0
0.2249937,0,0
0.2277714,0,0
0.2305491,0,0
0.2333268,0,0
0.2361045,0,0
0.2388822,0,0
0.2416599,0,0
0.2444376,0,0
0.2472153,0,0
0.249993,0,0
0.2527707,0,0
0.2555484,0,0
0.2583261,0,0
0.2611038,0,0
0.2638815,0,0
0.2666592,0,0
0.2694369,0,0
0.2722146,0,0
0.2749923,0,0
0.27777,0,0
0.2805477,0,0
0.2833254,0,0
0.2861031,0,0
0.2888808,0,0
0.2916585,0,0
0.2944362,0,0
0.2972139,0,0
0.2999916,0,0
0.3027693,0,0
0.305547,0,0
0.3083247,0,0
0.3111024,0,0
0.3138801,0,0
0.3166578,0,0
0.3194355,0,0
0.3222132,0,0
0.3249909,0,0
0.3277686,0,0
0.3305463,0,0
0.333324,0,0
0.3361017,0,0
0.3388794,0,0
0.3416571,0,0
0.3444348,0,0
0.3472125,0,0
0.3499902,0,0
0.3527679,0,0
0.3555456,0,0
0.3583233,0,0
0.361101,0,0
0.3638787,0,0
0.3666564,0,0
0.3694341,0,0
0.3722118,0,0
0.3749895,0,0
0.3777672,0,0
0.3805449,0,0
0.3833226,0,0
0.3861003,0,0
0.388878,0,0
0.3916557,0,0
0.3944334,0,0
0.3972111,0,0
0.3999888,0,0
0.4027665,0,0
0.4055442,0,0
0.4083219,0,0
0.4110996,0,0
0.4138773,0,0
0.416655,0,0
0.4194327,0,0
0.4222104,0,0
0.4249881,0,0
0.4277658,0,0
0.4305435,0,0
0.4333212,0,0
0.4360989,0,0
0.4388766,0,0
0.4416543,0,0
0.444432,0,0
0.4472097,0,0
0.4499874,0,0
0.4527651,0,0
0.4555428,0,0
0.4583205,0,0
0.4610982,0,0
0.4638759,0,0
0.4666536,0,0
